date,count,URL-M
2016-12-01,57565579,http://web.archive.org/web/20161201014428/https://twitter.com/twitter
2017-01-01,58011612,http://web.archive.org/web/20170101172752/https://twitter.com/twitter
2017-02-01,59267809,http://web.archive.org/web/20170201090932/https://twitter.com/Twitter
2017-03-01,60174789,http://web.archive.org/web/20170301015116/https://twitter.com/twitter
2017-04-01,60533156,http://web.archive.org/web/20170401012610/https://twitter.com/Twitter
2017-05-02,60728792,http://web.archive.org/web/20170502114028/https://twitter.com/twitter
2017-06-01,60889568,http://web.archive.org/web/20170601041152/https://twitter.com/twitter
2017-07-01,61115876,http://web.archive.org/web/20170701003659/https://twitter.com/Twitter
2017-08-01,61437015,http://web.archive.org/web/20170801230117/https://twitter.com/Twitter
2017-09-01,61821800,http://web.archive.org/web/20170901041432/https://twitter.com/Twitter
2017-10-01,62017278,http://web.archive.org/web/20171001002832/https://twitter.com/Twitter
2017-11-01,62060302,http://web.archive.org/web/20171101055053/https://twitter.com/twitter
2017-12-02,62159567,http://web.archive.org/web/20171202022111/https://twitter.com/twitter
2018-01-01,62411159,http://web.archive.org/web/20180101221737/https://twitter.com/Twitter
2018-02-01,62330506,http://web.archive.org/web/20180201023907/https://twitter.com/Twitter
